site_id,field_id,field_path,section,value_type,expected_state,expected_value_json,example_value_json,evidence_class,source,suggested_method,match_rule,notes
tacc-stampede3,25,/slurm/partitions/skx-dev/maximum_nodes_per_job,slurm,integer,,,16,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",numeric_exact,Model kept field: Core job-scale compatibility fact.
tacc-stampede3,25,/slurm/partitions/skx-dev/shared_nodes,slurm,boolean,,,false,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",exact_trimmed_lower,Model kept field: Placement policy affects compatibility.
tacc-stampede3,25,/slurm/partitions/skx-dev/node_count,slurm,integer,,,72,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Partition capacity is a material resource fact.
tacc-stampede3,25,/slurm/partitions/skx-dev/cpus_per_node,slurm,integer,,,48,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core hardware compatibility fact.
tacc-stampede3,25,/slurm/partitions/skx-dev/memory_mib_per_node,slurm,integer,,,191000,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core memory compatibility fact.
tacc-stampede3,25,/slurm/partitions/skx-dev/temporary_disk_mib_per_node,slurm,integer,,,null,configuration,,"measurement: sinfo -h -N -o ""%P|%d""",numeric_exact,Model kept field: Storage-capacity abstention is compatibility-relevant.
tacc-stampede3,25,/slurm/partitions/skx-dev/gpu_count_per_node,slurm,integer,,,null,configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",numeric_exact,Model kept field: GPU capability or abstention is material.
tacc-stampede3,25,/slurm/partitions/skx-dev/gpu_models,slurm,array,,,[],configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",set,Model kept field: GPU-model capability is material.
tacc-stampede3,25,/slurm/partitions/skx-dev/features,slurm,array,,,"[""SKX""]",configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",set,Model kept field: Feature constraints identify hardware capability.
tacc-stampede3,26,/slurm/partitions/skx/maximum_walltime_seconds,slurm,integer,,,-1,policy,,"doc: Stampede3 user guide, queue limits; compare sinfo -h -o ""%P|%l""",numeric_exact,Model kept field: Core job-limit compatibility fact. Example uses measured value; profile selected 172800.
tacc-stampede3,26,/slurm/partitions/skx/maximum_nodes_per_job,slurm,integer,,,256,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",numeric_exact,Model kept field: Core job-scale compatibility fact.
tacc-stampede3,26,/slurm/partitions/skx/shared_nodes,slurm,boolean,,,false,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",exact_trimmed_lower,Model kept field: Placement policy affects compatibility.
tacc-stampede3,26,/slurm/partitions/skx/node_count,slurm,integer,,,1160,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Partition capacity is a material resource fact.
tacc-stampede3,26,/slurm/partitions/skx/cpus_per_node,slurm,integer,,,48,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core hardware compatibility fact.
tacc-stampede3,26,/slurm/partitions/skx/memory_mib_per_node,slurm,integer,,,191000,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core memory compatibility fact.
tacc-stampede3,26,/slurm/partitions/skx/temporary_disk_mib_per_node,slurm,integer,,,null,configuration,,"measurement: sinfo -h -N -o ""%P|%d""",numeric_exact,Model kept field: Storage-capacity abstention is compatibility-relevant.
tacc-stampede3,26,/slurm/partitions/skx/gpu_count_per_node,slurm,integer,,,null,configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",numeric_exact,Model kept field: GPU capability or abstention is material.
tacc-stampede3,26,/slurm/partitions/skx/gpu_models,slurm,array,,,[],configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",set,Model kept field: GPU-model capability is material.
tacc-stampede3,26,/slurm/partitions/skx/features,slurm,array,,,"[""SKX""]",configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",set,Model kept field: Feature constraints identify hardware capability.
tacc-stampede3,27,/slurm/partitions/icx/maximum_walltime_seconds,slurm,integer,,,-1,policy,,"doc: Stampede3 user guide, queue limits; compare sinfo -h -o ""%P|%l""",numeric_exact,Model kept field: Core job-limit compatibility fact. Example uses measured value; profile selected 172800.
tacc-stampede3,27,/slurm/partitions/icx/maximum_nodes_per_job,slurm,integer,,,32,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",numeric_exact,Model kept field: Core job-scale compatibility fact.
tacc-stampede3,27,/slurm/partitions/icx/shared_nodes,slurm,boolean,,,false,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",exact_trimmed_lower,Model kept field: Placement policy affects compatibility.
tacc-stampede3,27,/slurm/partitions/icx/node_count,slurm,integer,,,224,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Partition capacity is a material resource fact.
tacc-stampede3,27,/slurm/partitions/icx/cpus_per_node,slurm,integer,,,80,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core hardware compatibility fact.
tacc-stampede3,27,/slurm/partitions/icx/memory_mib_per_node,slurm,integer,,,256000,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core memory compatibility fact.
tacc-stampede3,27,/slurm/partitions/icx/temporary_disk_mib_per_node,slurm,integer,,,null,configuration,,"measurement: sinfo -h -N -o ""%P|%d""",numeric_exact,Model kept field: Storage-capacity abstention is compatibility-relevant.
tacc-stampede3,27,/slurm/partitions/icx/gpu_count_per_node,slurm,integer,,,null,configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",numeric_exact,Model kept field: GPU capability or abstention is material.
tacc-stampede3,27,/slurm/partitions/icx/gpu_models,slurm,array,,,[],configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",set,Model kept field: GPU-model capability is material.
tacc-stampede3,27,/slurm/partitions/icx/features,slurm,array,,,"[""ICX""]",configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",set,Model kept field: Feature constraints identify hardware capability.
tacc-stampede3,28,/slurm/partitions/spr/maximum_walltime_seconds,slurm,integer,,,-1,policy,,"doc: Stampede3 user guide, queue limits; compare sinfo -h -o ""%P|%l""",numeric_exact,Model kept field: Core job-limit compatibility fact. Example uses measured value; profile selected 172800.
tacc-stampede3,28,/slurm/partitions/spr/maximum_nodes_per_job,slurm,integer,,,32,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",numeric_exact,Model kept field: Core job-scale compatibility fact.
tacc-stampede3,28,/slurm/partitions/spr/shared_nodes,slurm,boolean,,,false,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",exact_trimmed_lower,Model kept field: Placement policy affects compatibility.
tacc-stampede3,28,/slurm/partitions/spr/node_count,slurm,integer,,,616,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Partition capacity is a material resource fact.
tacc-stampede3,28,/slurm/partitions/spr/cpus_per_node,slurm,integer,,,112,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core hardware compatibility fact.
tacc-stampede3,28,/slurm/partitions/spr/memory_mib_per_node,slurm,integer,,,127000,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core memory compatibility fact.
tacc-stampede3,28,/slurm/partitions/spr/temporary_disk_mib_per_node,slurm,integer,,,null,configuration,,"measurement: sinfo -h -N -o ""%P|%d""",numeric_exact,Model kept field: Storage-capacity abstention is compatibility-relevant.
tacc-stampede3,28,/slurm/partitions/spr/gpu_count_per_node,slurm,integer,,,null,configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",numeric_exact,Model kept field: GPU capability or abstention is material.
tacc-stampede3,28,/slurm/partitions/spr/gpu_models,slurm,array,,,[],configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",set,Model kept field: GPU-model capability is material.
tacc-stampede3,28,/slurm/partitions/spr/features,slurm,array,,,"[""SPR""]",configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",set,Model kept field: Feature constraints identify hardware capability.
tacc-stampede3,29,/slurm/partitions/nvdimm/maximum_walltime_seconds,slurm,integer,,,-1,policy,,"doc: Stampede3 user guide, queue limits; compare sinfo -h -o ""%P|%l""",numeric_exact,Model kept field: Core job-limit compatibility fact. Example uses measured value; profile selected 172800.
tacc-stampede3,29,/slurm/partitions/nvdimm/maximum_nodes_per_job,slurm,integer,,,1,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",numeric_exact,Model kept field: Core job-scale compatibility fact.
tacc-stampede3,29,/slurm/partitions/nvdimm/shared_nodes,slurm,boolean,,,false,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",exact_trimmed_lower,Model kept field: Placement policy affects compatibility.
tacc-stampede3,29,/slurm/partitions/nvdimm/node_count,slurm,integer,,,3,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Partition capacity is a material resource fact.
tacc-stampede3,29,/slurm/partitions/nvdimm/cpus_per_node,slurm,integer,,,80,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core hardware compatibility fact.
tacc-stampede3,29,/slurm/partitions/nvdimm/memory_mib_per_node,slurm,integer,,,4000000,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core memory compatibility fact.
tacc-stampede3,29,/slurm/partitions/nvdimm/temporary_disk_mib_per_node,slurm,integer,,,null,configuration,,"measurement: sinfo -h -N -o ""%P|%d""",numeric_exact,Model kept field: Storage-capacity abstention is compatibility-relevant.
tacc-stampede3,29,/slurm/partitions/nvdimm/gpu_count_per_node,slurm,integer,,,null,configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",numeric_exact,Model kept field: GPU capability or abstention is material.
tacc-stampede3,29,/slurm/partitions/nvdimm/gpu_models,slurm,array,,,[],configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",set,Model kept field: GPU-model capability is material.
tacc-stampede3,29,/slurm/partitions/nvdimm/features,slurm,array,,,"[""ICX""]",configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",set,Model kept field: Feature constraints identify hardware capability.
tacc-stampede3,30,/slurm/partitions/h100/maximum_walltime_seconds,slurm,integer,,,-1,policy,,"doc: Stampede3 user guide, queue limits; compare sinfo -h -o ""%P|%l""",numeric_exact,Model kept field: Core job-limit compatibility fact. Example uses measured value; profile selected 172800.
tacc-stampede3,30,/slurm/partitions/h100/maximum_nodes_per_job,slurm,integer,,,4,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",numeric_exact,Model kept field: Core job-scale compatibility fact.
tacc-stampede3,30,/slurm/partitions/h100/shared_nodes,slurm,boolean,,,false,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",exact_trimmed_lower,Model kept field: Placement policy affects compatibility.
tacc-stampede3,30,/slurm/partitions/h100/node_count,slurm,integer,,,24,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Partition capacity is a material resource fact.
tacc-stampede3,30,/slurm/partitions/h100/cpus_per_node,slurm,integer,,,96,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core hardware compatibility fact.
tacc-stampede3,30,/slurm/partitions/h100/memory_mib_per_node,slurm,integer,,,1031000,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core memory compatibility fact.
tacc-stampede3,30,/slurm/partitions/h100/temporary_disk_mib_per_node,slurm,integer,,,null,configuration,,"measurement: sinfo -h -N -o ""%P|%d""",numeric_exact,Model kept field: Storage-capacity abstention is compatibility-relevant.
tacc-stampede3,30,/slurm/partitions/h100/gpu_count_per_node,slurm,integer,,,null,configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",numeric_exact,Model kept field: GPU capability or abstention is material. Example uses measured value; profile selected 4.
tacc-stampede3,30,/slurm/partitions/h100/gpu_models,slurm,array,,,[],configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",set,"Model kept field: GPU-model capability is material. Example uses measured value; profile selected [""NVIDIA H100 SXM5""]."
tacc-stampede3,30,/slurm/partitions/h100/features,slurm,array,,,"[""H100""]",configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",set,Model kept field: Feature constraints identify hardware capability.
tacc-stampede3,31,/slurm/partitions/pvc/maximum_walltime_seconds,slurm,integer,,,-1,policy,,"doc: Stampede3 user guide, queue limits; compare sinfo -h -o ""%P|%l""",numeric_exact,Model kept field: Core job-limit compatibility fact. Example uses measured value; profile selected 172800.
tacc-stampede3,31,/slurm/partitions/pvc/maximum_nodes_per_job,slurm,integer,,,4,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",numeric_exact,Model kept field: Core job-scale compatibility fact.
tacc-stampede3,31,/slurm/partitions/pvc/shared_nodes,slurm,boolean,,,false,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",exact_trimmed_lower,Model kept field: Placement policy affects compatibility.
tacc-stampede3,31,/slurm/partitions/pvc/node_count,slurm,integer,,,18,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Partition capacity is a material resource fact.
tacc-stampede3,31,/slurm/partitions/pvc/cpus_per_node,slurm,integer,,,96,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core hardware compatibility fact.
tacc-stampede3,31,/slurm/partitions/pvc/memory_mib_per_node,slurm,integer,,,1031000,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core memory compatibility fact.
tacc-stampede3,31,/slurm/partitions/pvc/temporary_disk_mib_per_node,slurm,integer,,,null,configuration,,"measurement: sinfo -h -N -o ""%P|%d""",numeric_exact,Model kept field: Storage-capacity abstention is compatibility-relevant.
tacc-stampede3,31,/slurm/partitions/pvc/gpu_count_per_node,slurm,integer,,,null,configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",numeric_exact,Model kept field: GPU capability or abstention is material. Example uses measured value; profile selected 4.
tacc-stampede3,31,/slurm/partitions/pvc/gpu_models,slurm,array,,,[],configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",set,"Model kept field: GPU-model capability is material. Example uses measured value; profile selected [""Intel Data Center GPU Max 1550 (Ponte Vecchio)""]."
tacc-stampede3,31,/slurm/partitions/pvc/features,slurm,array,,,"[""PVC""]",configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",set,Model kept field: Feature constraints identify hardware capability.
tacc-stampede3,32,/slurm/partitions/amd-rtx/maximum_walltime_seconds,slurm,integer,,,-1,policy,,"doc: Stampede3 user guide, queue limits; compare sinfo -h -o ""%P|%l""",numeric_exact,Model kept field: Core job-limit compatibility fact.
tacc-stampede3,32,/slurm/partitions/amd-rtx/maximum_nodes_per_job,slurm,integer,,,null,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",numeric_exact,Model kept field: Job-scale limit or abstention is material.
tacc-stampede3,32,/slurm/partitions/amd-rtx/shared_nodes,slurm,boolean,,,null,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",exact_trimmed_lower,Model kept field: Placement policy or abstention affects compatibility.
tacc-stampede3,32,/slurm/partitions/amd-rtx/node_count,slurm,integer,,,4,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Partition capacity is a material resource fact.
tacc-stampede3,32,/slurm/partitions/amd-rtx/cpus_per_node,slurm,integer,,,128,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core hardware compatibility fact.
tacc-stampede3,32,/slurm/partitions/amd-rtx/memory_mib_per_node,slurm,integer,,,1500000,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core memory compatibility fact.
tacc-stampede3,32,/slurm/partitions/amd-rtx/temporary_disk_mib_per_node,slurm,integer,,,null,configuration,,"measurement: sinfo -h -N -o ""%P|%d""",numeric_exact,Model kept field: Storage-capacity abstention is compatibility-relevant.
tacc-stampede3,32,/slurm/partitions/amd-rtx/gpu_count_per_node,slurm,integer,,,null,configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",numeric_exact,Model kept field: GPU capability or abstention is material.
tacc-stampede3,32,/slurm/partitions/amd-rtx/gpu_models,slurm,array,,,[],configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",set,Model kept field: GPU-model capability is material.
tacc-stampede3,32,/slurm/partitions/amd-rtx/features,slurm,array,,,[],configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",set,Model kept field: Feature constraints identify hardware capability.
tacc-stampede3,33,/slurm/partitions/rtx-small/maximum_walltime_seconds,slurm,integer,,,-1,policy,,"doc: Stampede3 user guide, queue limits; compare sinfo -h -o ""%P|%l""",numeric_exact,Model kept field: Core job-limit compatibility fact.
tacc-stampede3,33,/slurm/partitions/rtx-small/maximum_nodes_per_job,slurm,integer,,,null,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",numeric_exact,Model kept field: Job-scale limit or abstention is material.
tacc-stampede3,33,/slurm/partitions/rtx-small/shared_nodes,slurm,boolean,,,null,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",exact_trimmed_lower,Model kept field: Placement policy or abstention affects compatibility.
tacc-stampede3,33,/slurm/partitions/rtx-small/node_count,slurm,integer,,,16,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Partition capacity is a material resource fact.
tacc-stampede3,33,/slurm/partitions/rtx-small/cpus_per_node,slurm,integer,,,28,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core hardware compatibility fact.
tacc-stampede3,33,/slurm/partitions/rtx-small/memory_mib_per_node,slurm,integer,,,370000,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core memory compatibility fact.
tacc-stampede3,33,/slurm/partitions/rtx-small/temporary_disk_mib_per_node,slurm,integer,,,null,configuration,,"measurement: sinfo -h -N -o ""%P|%d""",numeric_exact,Model kept field: Storage-capacity abstention is compatibility-relevant.
tacc-stampede3,33,/slurm/partitions/rtx-small/gpu_count_per_node,slurm,integer,,,null,configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",numeric_exact,Model kept field: GPU capability or abstention is material.
tacc-stampede3,33,/slurm/partitions/rtx-small/gpu_models,slurm,array,,,[],configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",set,Model kept field: GPU-model capability is material.
