site_id,field_id,field_path,section,value_type,expected_state,expected_value_json,example_value_json,evidence_class,source,suggested_method,match_rule,notes
tacc-stampede3,16,/slurm/options/job-name/required,slurm,boolean,has_value,FALSE,FALSE,policy,,"doc: Stampede3 user guide, Table 9 Common sbatch Options",exact_trimmed_lower,Model kept field: Requiredness materially affects submission preflight.
tacc-stampede3,17,/slurm/options/ntasks/syntax,slurm,array,has_value,"[""--ntasks={count}"", ""-n {count}""]","[""--ntasks={count}"", ""-n {count}""]",policy,,"doc: Stampede3 user guide, Table 9 Common sbatch Options",pattern_any,Model kept field: Actionable scheduler option syntax.
tacc-stampede3,17,/slurm/options/ntasks/required,slurm,boolean,has_value,FALSE,null,policy,,"doc: Stampede3 user guide, Table 9 Common sbatch Options",exact_trimmed_lower,Model kept field: Requiredness or abstention affects preflight.
tacc-stampede3,18,/slurm/options/ntasks-per-node/syntax,slurm,array,has_value,"[""--ntasks-per-node={count}""]","[""--ntasks-per-node={count}""]",policy,,"doc: Stampede3 user guide, Table 9 Common sbatch Options",pattern_any,Model kept field: Actionable scheduler option syntax.
tacc-stampede3,18,/slurm/options/ntasks-per-node/required,slurm,boolean,has_value,FALSE,null,policy,,"doc: Stampede3 user guide, Table 9 Common sbatch Options",exact_trimmed_lower,Model kept field: Requiredness or abstention affects preflight.
tacc-stampede3,19,/slurm/options/mail-type/syntax,slurm,array,has_value,"[""--mail-type={type}""]","[""--mail-type={type}""]",policy,,"doc: Stampede3 user guide, Table 9 Common sbatch Options",pattern_any,Model kept field: Actionable scheduler option syntax.
tacc-stampede3,19,/slurm/options/mail-type/required,slurm,boolean,has_value,FALSE,FALSE,policy,,"doc: Stampede3 user guide, Table 9 Common sbatch Options",exact_trimmed_lower,Model kept field: Requiredness materially affects submission preflight.
tacc-stampede3,20,/slurm/options/mail-user/syntax,slurm,array,has_value,"[""--mail-user={email}""]","[""--mail-user={email}""]",policy,,"doc: Stampede3 user guide, Table 9 Common sbatch Options",pattern_any,Model kept field: Actionable scheduler option syntax.
tacc-stampede3,20,/slurm/options/mail-user/required,slurm,boolean,has_value,FALSE,FALSE,policy,,"doc: Stampede3 user guide, Table 9 Common sbatch Options",exact_trimmed_lower,Model kept field: Requiredness materially affects submission preflight.
tacc-stampede3,21,/slurm/options/output/syntax,slurm,array,has_value,"[""--output={path}"", ""-o {path}""]","[""--output={path}"", ""-o {path}""]",policy,,"doc: Stampede3 user guide, Table 9 Common sbatch Options",pattern_any,Model kept field: Actionable scheduler option syntax.
tacc-stampede3,21,/slurm/options/output/required,slurm,boolean,has_value,FALSE,FALSE,policy,,"doc: Stampede3 user guide, Table 9 Common sbatch Options",exact_trimmed_lower,Model kept field: Requiredness materially affects submission preflight.
tacc-stampede3,22,/slurm/options/error/syntax,slurm,array,has_value,"[""--error={path}"", ""-e {path}""]","[""--error={path}"", ""-e {path}""]",policy,,"doc: Stampede3 user guide, Table 9 Common sbatch Options",pattern_any,Model kept field: Actionable scheduler option syntax.
tacc-stampede3,22,/slurm/options/error/required,slurm,boolean,has_value,FALSE,FALSE,policy,,"doc: Stampede3 user guide, Table 9 Common sbatch Options",exact_trimmed_lower,Model kept field: Requiredness materially affects submission preflight.
tacc-stampede3,23,/slurm/options/mem/syntax,slurm,array,has_value,"[""--mem={size}""]","[""--mem={size}""]",policy,,"doc: Stampede3 user guide, Table 9 Common sbatch Options",pattern_any,Documented syntax is retained so preflight can reject this option.
tacc-stampede3,23,/slurm/options/mem/required,slurm,boolean,has_value,FALSE,FALSE,policy,,"doc: Stampede3 user guide, Table 9 Common sbatch Options",exact_trimmed_lower,
tacc-stampede3,25,/slurm/partitions/skx-dev/maximum_walltime_seconds,slurm,integer,has_value,7200,7200,policy,,"doc: Stampede3 user guide, queue limits; compare sinfo -h -o ""%P|%l""",numeric_exact,Model kept field: Core job-limit compatibility fact.
tacc-stampede3,25,/slurm/partitions/skx-dev/maximum_nodes_per_job,slurm,integer,has_value,16,16,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",numeric_exact,Model kept field: Core job-scale compatibility fact.
tacc-stampede3,25,/slurm/partitions/skx-dev/shared_nodes,slurm,boolean,has_value,FALSE,FALSE,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",exact_trimmed_lower,Model kept field: Placement policy affects compatibility.
tacc-stampede3,25,/slurm/partitions/skx-dev/node_count,slurm,integer,has_value,72,72,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Partition capacity is a material resource fact.
tacc-stampede3,25,/slurm/partitions/skx-dev/cpus_per_node,slurm,integer,has_value,48,48,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core hardware compatibility fact.
tacc-stampede3,25,/slurm/partitions/skx-dev/memory_mib_per_node,slurm,integer,has_value,191000,191000,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core memory compatibility fact.
tacc-stampede3,25,/slurm/partitions/skx-dev/gpu_count_per_node,slurm,integer,absent,-,null,configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",numeric_exact,Model kept field: GPU capability or abstention is material.
tacc-stampede3,25,/slurm/partitions/skx-dev/gpu_models,slurm,array,absent,-,[],configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",canonical_set,Model kept field: GPU-model capability is material.
tacc-stampede3,26,/slurm/partitions/skx/maximum_walltime_seconds,slurm,integer,has_value,172800,-1,policy,,"doc: Stampede3 user guide, queue limits; compare sinfo -h -o ""%P|%l""",numeric_exact,Model kept field: Core job-limit compatibility fact. Example uses measured value; profile selected 172800.
tacc-stampede3,26,/slurm/partitions/skx/maximum_nodes_per_job,slurm,integer,has_value,256,256,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",numeric_exact,Model kept field: Core job-scale compatibility fact.
tacc-stampede3,26,/slurm/partitions/skx/shared_nodes,slurm,boolean,has_value,FALSE,FALSE,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",exact_trimmed_lower,Model kept field: Placement policy affects compatibility.
tacc-stampede3,26,/slurm/partitions/skx/node_count,slurm,integer,has_value,1160,1160,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Partition capacity is a material resource fact.
tacc-stampede3,26,/slurm/partitions/skx/cpus_per_node,slurm,integer,has_value,48,48,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core hardware compatibility fact.
tacc-stampede3,26,/slurm/partitions/skx/memory_mib_per_node,slurm,integer,has_value,191000,191000,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core memory compatibility fact.
tacc-stampede3,26,/slurm/partitions/skx/gpu_count_per_node,slurm,integer,absent,-,null,configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",numeric_exact,Model kept field: GPU capability or abstention is material.
tacc-stampede3,26,/slurm/partitions/skx/gpu_models,slurm,array,absent,-,[],configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",canonical_set,Model kept field: GPU-model capability is material.
tacc-stampede3,27,/slurm/partitions/icx/maximum_walltime_seconds,slurm,integer,has_value,172800,-1,policy,,"doc: Stampede3 user guide, queue limits; compare sinfo -h -o ""%P|%l""",numeric_exact,Model kept field: Core job-limit compatibility fact. Example uses measured value; profile selected 172800.
tacc-stampede3,27,/slurm/partitions/icx/maximum_nodes_per_job,slurm,integer,has_value,32,32,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",numeric_exact,Model kept field: Core job-scale compatibility fact.
tacc-stampede3,27,/slurm/partitions/icx/shared_nodes,slurm,boolean,has_value,FALSE,FALSE,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",exact_trimmed_lower,Model kept field: Placement policy affects compatibility.
tacc-stampede3,27,/slurm/partitions/icx/node_count,slurm,integer,has_value,224,224,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Partition capacity is a material resource fact.
tacc-stampede3,27,/slurm/partitions/icx/cpus_per_node,slurm,integer,has_value,80,80,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core hardware compatibility fact.
tacc-stampede3,27,/slurm/partitions/icx/memory_mib_per_node,slurm,integer,has_value,256000,256000,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core memory compatibility fact.
tacc-stampede3,27,/slurm/partitions/icx/gpu_count_per_node,slurm,integer,absent,-,null,configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",numeric_exact,Model kept field: GPU capability or abstention is material.
tacc-stampede3,27,/slurm/partitions/icx/gpu_models,slurm,array,absent,-,[],configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",canonical_set,Model kept field: GPU-model capability is material.
tacc-stampede3,28,/slurm/partitions/spr/maximum_walltime_seconds,slurm,integer,has_value,172800,-1,policy,,"doc: Stampede3 user guide, queue limits; compare sinfo -h -o ""%P|%l""",numeric_exact,Model kept field: Core job-limit compatibility fact. Example uses measured value; profile selected 172800.
tacc-stampede3,28,/slurm/partitions/spr/maximum_nodes_per_job,slurm,integer,has_value,32,32,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",numeric_exact,Model kept field: Core job-scale compatibility fact.
tacc-stampede3,28,/slurm/partitions/spr/shared_nodes,slurm,boolean,has_value,FALSE,FALSE,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",exact_trimmed_lower,Model kept field: Placement policy affects compatibility.
tacc-stampede3,28,/slurm/partitions/spr/node_count,slurm,integer,has_value,616,616,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Partition capacity is a material resource fact.
tacc-stampede3,28,/slurm/partitions/spr/cpus_per_node,slurm,integer,has_value,112,112,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core hardware compatibility fact.
tacc-stampede3,28,/slurm/partitions/spr/memory_mib_per_node,slurm,integer,has_value,127000,127000,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core memory compatibility fact.
tacc-stampede3,28,/slurm/partitions/spr/gpu_count_per_node,slurm,integer,absent,-,null,configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",numeric_exact,Model kept field: GPU capability or abstention is material.
tacc-stampede3,28,/slurm/partitions/spr/gpu_models,slurm,array,absent,-,[],configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",canonical_set,Model kept field: GPU-model capability is material.
tacc-stampede3,29,/slurm/partitions/nvdimm/maximum_walltime_seconds,slurm,integer,has_value,172800,-1,policy,,"doc: Stampede3 user guide, queue limits; compare sinfo -h -o ""%P|%l""",numeric_exact,Model kept field: Core job-limit compatibility fact. Example uses measured value; profile selected 172800.
tacc-stampede3,29,/slurm/partitions/nvdimm/maximum_nodes_per_job,slurm,integer,has_value,1,1,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",numeric_exact,Model kept field: Core job-scale compatibility fact.
tacc-stampede3,29,/slurm/partitions/nvdimm/shared_nodes,slurm,boolean,has_value,FALSE,FALSE,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",exact_trimmed_lower,Model kept field: Placement policy affects compatibility.
tacc-stampede3,29,/slurm/partitions/nvdimm/node_count,slurm,integer,has_value,3,3,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Partition capacity is a material resource fact.
tacc-stampede3,29,/slurm/partitions/nvdimm/cpus_per_node,slurm,integer,has_value,80,80,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core hardware compatibility fact.
tacc-stampede3,29,/slurm/partitions/nvdimm/memory_mib_per_node,slurm,integer,has_value,4000000,4000000,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core memory compatibility fact.
tacc-stampede3,29,/slurm/partitions/nvdimm/gpu_count_per_node,slurm,integer,absent,-,null,configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",numeric_exact,Model kept field: GPU capability or abstention is material.
tacc-stampede3,29,/slurm/partitions/nvdimm/gpu_models,slurm,array,absent,-,[],configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",canonical_set,Model kept field: GPU-model capability is material.
tacc-stampede3,30,/slurm/partitions/h100/maximum_walltime_seconds,slurm,integer,has_value,172800,-1,policy,,"doc: Stampede3 user guide, queue limits; compare sinfo -h -o ""%P|%l""",numeric_exact,Model kept field: Core job-limit compatibility fact. Example uses measured value; profile selected 172800.
tacc-stampede3,30,/slurm/partitions/h100/maximum_nodes_per_job,slurm,integer,has_value,4,4,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",numeric_exact,Model kept field: Core job-scale compatibility fact.
tacc-stampede3,30,/slurm/partitions/h100/shared_nodes,slurm,boolean,has_value,FALSE,FALSE,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",exact_trimmed_lower,Model kept field: Placement policy affects compatibility.
tacc-stampede3,30,/slurm/partitions/h100/node_count,slurm,integer,has_value,24,24,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Partition capacity is a material resource fact.
tacc-stampede3,30,/slurm/partitions/h100/cpus_per_node,slurm,integer,has_value,96,96,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core hardware compatibility fact.
tacc-stampede3,30,/slurm/partitions/h100/memory_mib_per_node,slurm,integer,has_value,1031000,1031000,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core memory compatibility fact.
tacc-stampede3,30,/slurm/partitions/h100/gpu_count_per_node,slurm,integer,has_value,4,null,configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",numeric_exact,Model kept field: GPU capability or abstention is material. Example uses measured value; profile selected 4.
tacc-stampede3,30,/slurm/partitions/h100/gpu_models,slurm,array,has_value,"[""NVIDIA H100 SXM5""]",[],configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",canonical_set,"Model kept field: GPU-model capability is material. Example uses measured value; profile selected [""NVIDIA H100 SXM5""]."
tacc-stampede3,31,/slurm/partitions/pvc/maximum_walltime_seconds,slurm,integer,has_value,172800,-1,policy,,"doc: Stampede3 user guide, queue limits; compare sinfo -h -o ""%P|%l""",numeric_exact,Model kept field: Core job-limit compatibility fact. Example uses measured value; profile selected 172800.
tacc-stampede3,31,/slurm/partitions/pvc/maximum_nodes_per_job,slurm,integer,has_value,4,4,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",numeric_exact,Model kept field: Core job-scale compatibility fact.
tacc-stampede3,31,/slurm/partitions/pvc/shared_nodes,slurm,boolean,has_value,FALSE,FALSE,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",exact_trimmed_lower,Model kept field: Placement policy affects compatibility.
tacc-stampede3,31,/slurm/partitions/pvc/node_count,slurm,integer,has_value,18,18,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Partition capacity is a material resource fact.
tacc-stampede3,31,/slurm/partitions/pvc/cpus_per_node,slurm,integer,has_value,96,96,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core hardware compatibility fact.
tacc-stampede3,31,/slurm/partitions/pvc/memory_mib_per_node,slurm,integer,has_value,1031000,1031000,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core memory compatibility fact.
tacc-stampede3,31,/slurm/partitions/pvc/gpu_count_per_node,slurm,integer,has_value,4,null,configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",numeric_exact,Model kept field: GPU capability or abstention is material. Example uses measured value; profile selected 4.
tacc-stampede3,31,/slurm/partitions/pvc/gpu_models,slurm,array,has_value,"[""Intel Data Center GPU Max 1550""]",[],configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",canonical_set,Ponte Vecchio is an alias for the Intel Data Center GPU Max 1550.
tacc-stampede3,32,/slurm/partitions/amd-rtx/maximum_walltime_seconds,slurm,integer,has_value,-1,-1,configuration,,measurement: sinfo -h -o "%P|%l",numeric_exact,Measured as unlimited; documentation is silent.
tacc-stampede3,32,/slurm/partitions/amd-rtx/maximum_nodes_per_job,slurm,integer,absent,-,null,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",numeric_exact,Model kept field: Job-scale limit or abstention is material.
tacc-stampede3,32,/slurm/partitions/amd-rtx/shared_nodes,slurm,boolean,has_value,FALSE,null,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",exact_trimmed_lower,Model kept field: Placement policy or abstention affects compatibility.
tacc-stampede3,32,/slurm/partitions/amd-rtx/node_count,slurm,integer,has_value,4,4,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Partition capacity is a material resource fact.
tacc-stampede3,32,/slurm/partitions/amd-rtx/cpus_per_node,slurm,integer,has_value,128,128,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core hardware compatibility fact.
tacc-stampede3,32,/slurm/partitions/amd-rtx/memory_mib_per_node,slurm,integer,has_value,1500000,1500000,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core memory compatibility fact.
tacc-stampede3,32,/slurm/partitions/amd-rtx/gpu_count_per_node,slurm,integer,absent,-,null,configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",numeric_exact,Model kept field: GPU capability or abstention is material.
tacc-stampede3,32,/slurm/partitions/amd-rtx/gpu_models,slurm,array,absent,-,[],configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",canonical_set,Model kept field: GPU-model capability is material.
tacc-stampede3,33,/slurm/partitions/rtx-small/maximum_walltime_seconds,slurm,integer,has_value,-1,-1,configuration,,measurement: sinfo -h -o "%P|%l",numeric_exact,Measured as unlimited; documentation is silent.
tacc-stampede3,33,/slurm/partitions/rtx-small/maximum_nodes_per_job,slurm,integer,absent,-,null,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",numeric_exact,Model kept field: Job-scale limit or abstention is material.
tacc-stampede3,33,/slurm/partitions/rtx-small/shared_nodes,slurm,boolean,has_value,FALSE,null,policy,,"doc: Stampede3 user guide, queue limits and node-sharing policy",exact_trimmed_lower,Model kept field: Placement policy or abstention affects compatibility.
tacc-stampede3,33,/slurm/partitions/rtx-small/node_count,slurm,integer,has_value,16,16,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Partition capacity is a material resource fact.
tacc-stampede3,33,/slurm/partitions/rtx-small/cpus_per_node,slurm,integer,has_value,28,28,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core hardware compatibility fact.
tacc-stampede3,33,/slurm/partitions/rtx-small/memory_mib_per_node,slurm,integer,has_value,370000,370000,configuration,,"measurement: sinfo -h -o ""%P|%D|%m|%c|%G|%l""",numeric_exact,Model kept field: Core memory compatibility fact.
tacc-stampede3,33,/slurm/partitions/rtx-small/gpu_count_per_node,slurm,integer,absent,-,null,configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",numeric_exact,Model kept field: GPU capability or abstention is material.
tacc-stampede3,33,/slurm/partitions/rtx-small/gpu_models,slurm,array,absent,-,[],configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",canonical_set,Model kept field: GPU-model capability is material.
tacc-stampede3,34,/htcondor,htcondor,object,absent,-,null,configuration,,measurement: command -v condor_status,exact_trimmed_lower,Model kept field: Null scheduler object tests supported scheduler absence.
tacc-stampede3,35,/storage/home/environment_variables,storage,array,has_value,"[""HOME""]","[""HOME""]",configuration,,measurement: env | sort; derive reviewed named storage,required_subset,Model kept field: Actionable path-discovery interface.
tacc-stampede3,35,/storage/home/path_pattern,storage,string,has_value,"""/home1/{project}/{username}""","""/home1/10724/{username}""",configuration,,measurement: env | sort; derive reviewed named storage,exact_trimmed_lower,Model kept field: Actionable storage location fact.
tacc-stampede3,35,/storage/home/filesystem_type,storage,string,has_value,"""nfs""","""nfs""",configuration,,measurement: stat -f -c %T -- <storage-path>,exact_trimmed_lower,Model kept field: Filesystem behavior affects compatibility.
tacc-stampede3,35,/storage/home/login_readable,storage,boolean,has_value,TRUE,TRUE,configuration,,measurement: test -r <storage-path>,exact_trimmed_lower,Model kept field: Login access capability is actionable.
tacc-stampede3,35,/storage/home/login_writable,storage,boolean,has_value,TRUE,TRUE,configuration,,measurement: test -w <storage-path>,exact_trimmed_lower,Model kept field: Login access capability is actionable.
tacc-stampede3,35,/storage/home/compute_visible,storage,boolean,has_value,TRUE,TRUE,capability,,pilot: test compute visible on allocated compute nodes,exact_trimmed_lower,Model kept field: Compute visibility affects job data access.
tacc-stampede3,35,/storage/home/compute_readable,storage,boolean,has_value,TRUE,TRUE,capability,,pilot: test compute readable on allocated compute nodes,exact_trimmed_lower,Model kept field: Compute access capability is actionable.
tacc-stampede3,35,/storage/home/compute_writable,storage,boolean,has_value,TRUE,null,capability,,pilot: test compute writable on allocated compute nodes,exact_trimmed_lower,Model kept field: Compute-write abstention is compatibility-relevant.
tacc-stampede3,35,/storage/home/shared_across_compute_nodes,storage,boolean,has_value,TRUE,TRUE,capability,,pilot: test shared across compute nodes on allocated compute nodes,exact_trimmed_lower,Model kept field: Cross-node visibility affects distributed jobs.
tacc-stampede3,35,/storage/home/purge_after_days,storage,integer,absent,-,null,policy,,"doc: Stampede3 user guide, storage backup and purge policy",numeric_exact,Model kept field: Retention limit or abstention is actionable.
