site_id,field_id,field_path,section,value_type,evidence_class,expected_state,expected_value_json,example_value_json,observed_state,observed_value_json,match_rule,outcome
tacc-stampede3,11,/slurm/options/array/required,slurm,boolean,policy,has_value,FALSE,FALSE,has_value,false,exact_trimmed_lower,correct_value
tacc-stampede3,12,/slurm/options/dependency/syntax,slurm,array,policy,has_value,"[""--dependency={dependency}"", ""-d {dependency}""]","[""--dependency={dependency}"", ""-d {dependency}""]",has_value,"[""--dependency={dependency}"", ""-d {dependency}""]",set,correct_value
tacc-stampede3,12,/slurm/options/dependency/required,slurm,boolean,policy,has_value,FALSE,FALSE,has_value,false,exact_trimmed_lower,correct_value
tacc-stampede3,13,/slurm/options/export/syntax,slurm,array,policy,absent,-,"[""--export={mode}""]",has_value,"[""--export={mode}""]",set,unsupported_value
tacc-stampede3,13,/slurm/options/export/required,slurm,boolean,policy,absent,-,FALSE,has_value,false,exact_trimmed_lower,unsupported_value
tacc-stampede3,14,/slurm/options/gres/syntax,slurm,array,policy,absent,-,"[""--gres={resource}""]",has_value,"[""--gres={resource}""]",set,unsupported_value
tacc-stampede3,14,/slurm/options/gres/required,slurm,boolean,policy,absent,-,FALSE,has_value,false,exact_trimmed_lower,unsupported_value
tacc-stampede3,15,/slurm/options/gpus-per-task/syntax,slurm,array,policy,absent,-,"[""--gpus-per-task={count}""]",has_value,"[""--gpus-per-task={count}""]",set,unsupported_value
tacc-stampede3,15,/slurm/options/gpus-per-task/required,slurm,boolean,policy,absent,-,FALSE,has_value,false,exact_trimmed_lower,unsupported_value
tacc-stampede3,16,/slurm/options/job-name/syntax,slurm,array,policy,has_value,"[""--job-name={name}"", ""-J {name}""]","[""--job-name={name}"", ""-J {name}""]",has_value,"[""--job-name={name}"", ""-J {name}""]",set,correct_value
tacc-stampede3,16,/slurm/options/job-name/required,slurm,boolean,policy,has_value,FALSE,FALSE,has_value,false,exact_trimmed_lower,correct_value
tacc-stampede3,17,/slurm/options/ntasks/syntax,slurm,array,policy,has_value,"[""--ntasks={count}"", ""-n {count}""]","[""--ntasks={count}"", ""-n {count}""]",has_value,"[""--ntasks={count}"", ""-n {count}""]",set,correct_value
tacc-stampede3,17,/slurm/options/ntasks/required,slurm,boolean,policy,has_value,FALSE,null,empty,null,exact_trimmed_lower,false_abstention
tacc-stampede3,18,/slurm/options/ntasks-per-node/syntax,slurm,array,policy,has_value,"[""--ntasks-per-node={count}""]","[""--ntasks-per-node={count}""]",has_value,"[""--ntasks-per-node={count}""]",set,correct_value
tacc-stampede3,18,/slurm/options/ntasks-per-node/required,slurm,boolean,policy,has_value,FALSE,null,empty,null,exact_trimmed_lower,false_abstention
tacc-stampede3,19,/slurm/options/mail-type/syntax,slurm,array,policy,has_value,"[""--mail-type={type}""]","[""--mail-type={type}""]",has_value,"[""--mail-type={type}""]",set,correct_value
tacc-stampede3,19,/slurm/options/mail-type/required,slurm,boolean,policy,has_value,FALSE,FALSE,has_value,false,exact_trimmed_lower,correct_value
tacc-stampede3,20,/slurm/options/mail-user/syntax,slurm,array,policy,has_value,"[""--mail-user={email}""]","[""--mail-user={email}""]",has_value,"[""--mail-user={email}""]",set,correct_value
tacc-stampede3,20,/slurm/options/mail-user/required,slurm,boolean,policy,has_value,FALSE,FALSE,has_value,false,exact_trimmed_lower,correct_value
tacc-stampede3,21,/slurm/options/output/syntax,slurm,array,policy,has_value,"[""--output={path}"", ""-o {path}""]","[""--output={path}"", ""-o {path}""]",has_value,"[""--output={path}"", ""-o {path}""]",set,correct_value
tacc-stampede3,21,/slurm/options/output/required,slurm,boolean,policy,has_value,FALSE,FALSE,has_value,false,exact_trimmed_lower,correct_value
tacc-stampede3,22,/slurm/options/error/syntax,slurm,array,policy,has_value,"[""--error={path}"", ""-e {path}""]","[""--error={path}"", ""-e {path}""]",has_value,"[""--error={path}"", ""-e {path}""]",set,correct_value
tacc-stampede3,22,/slurm/options/error/required,slurm,boolean,policy,has_value,FALSE,FALSE,has_value,false,exact_trimmed_lower,correct_value
tacc-stampede3,23,/slurm/options/mem/syntax,slurm,array,policy,absent,-,"[""--mem={size}""]",has_value,"[""--mem={size}""]",set,unsupported_value
tacc-stampede3,23,/slurm/options/mem/required,slurm,boolean,policy,absent,-,FALSE,has_value,false,exact_trimmed_lower,unsupported_value
tacc-stampede3,25,/slurm/partitions/skx-dev/maximum_walltime_seconds,slurm,integer,policy,has_value,7200,7200,has_value,7200,numeric_exact,correct_value
tacc-stampede3,25,/slurm/partitions/skx-dev/maximum_nodes_per_job,slurm,integer,policy,has_value,16,16,has_value,16,numeric_exact,correct_value
tacc-stampede3,25,/slurm/partitions/skx-dev/shared_nodes,slurm,boolean,policy,has_value,FALSE,FALSE,has_value,false,exact_trimmed_lower,correct_value
tacc-stampede3,25,/slurm/partitions/skx-dev/node_count,slurm,integer,configuration,has_value,72,72,has_value,72,numeric_exact,correct_value
tacc-stampede3,25,/slurm/partitions/skx-dev/cpus_per_node,slurm,integer,configuration,has_value,48,48,has_value,48,numeric_exact,correct_value
tacc-stampede3,25,/slurm/partitions/skx-dev/memory_mib_per_node,slurm,integer,configuration,has_value,191000,191000,has_value,191000,numeric_exact,correct_value
tacc-stampede3,25,/slurm/partitions/skx-dev/gpu_count_per_node,slurm,integer,configuration,absent,-,null,empty,null,numeric_exact,correct_abstention
tacc-stampede3,25,/slurm/partitions/skx-dev/gpu_models,slurm,array,configuration,absent,-,[],empty,[],set,correct_abstention
tacc-stampede3,26,/slurm/partitions/skx/maximum_walltime_seconds,slurm,integer,policy,has_value,172800,-1,has_value,172800,numeric_exact,correct_value
tacc-stampede3,26,/slurm/partitions/skx/maximum_nodes_per_job,slurm,integer,policy,has_value,256,256,has_value,256,numeric_exact,correct_value
tacc-stampede3,26,/slurm/partitions/skx/shared_nodes,slurm,boolean,policy,has_value,FALSE,FALSE,has_value,false,exact_trimmed_lower,correct_value
tacc-stampede3,26,/slurm/partitions/skx/node_count,slurm,integer,configuration,has_value,1160,1160,has_value,1160,numeric_exact,correct_value
tacc-stampede3,26,/slurm/partitions/skx/cpus_per_node,slurm,integer,configuration,has_value,48,48,has_value,48,numeric_exact,correct_value
tacc-stampede3,26,/slurm/partitions/skx/memory_mib_per_node,slurm,integer,configuration,has_value,191000,191000,has_value,191000,numeric_exact,correct_value
tacc-stampede3,26,/slurm/partitions/skx/gpu_count_per_node,slurm,integer,configuration,absent,-,null,empty,null,numeric_exact,correct_abstention
tacc-stampede3,26,/slurm/partitions/skx/gpu_models,slurm,array,configuration,absent,-,[],empty,[],set,correct_abstention
tacc-stampede3,27,/slurm/partitions/icx/maximum_walltime_seconds,slurm,integer,policy,has_value,172800,-1,has_value,172800,numeric_exact,correct_value
tacc-stampede3,27,/slurm/partitions/icx/maximum_nodes_per_job,slurm,integer,policy,has_value,32,32,has_value,32,numeric_exact,correct_value
tacc-stampede3,27,/slurm/partitions/icx/shared_nodes,slurm,boolean,policy,has_value,FALSE,FALSE,has_value,false,exact_trimmed_lower,correct_value
tacc-stampede3,27,/slurm/partitions/icx/node_count,slurm,integer,configuration,has_value,224,224,has_value,224,numeric_exact,correct_value
tacc-stampede3,27,/slurm/partitions/icx/cpus_per_node,slurm,integer,configuration,has_value,80,80,has_value,80,numeric_exact,correct_value
tacc-stampede3,27,/slurm/partitions/icx/memory_mib_per_node,slurm,integer,configuration,has_value,256000,256000,has_value,256000,numeric_exact,correct_value
tacc-stampede3,27,/slurm/partitions/icx/gpu_count_per_node,slurm,integer,configuration,absent,-,null,empty,null,numeric_exact,correct_abstention
tacc-stampede3,27,/slurm/partitions/icx/gpu_models,slurm,array,configuration,absent,-,[],empty,[],set,correct_abstention
tacc-stampede3,28,/slurm/partitions/spr/maximum_walltime_seconds,slurm,integer,policy,has_value,172800,-1,has_value,172800,numeric_exact,correct_value
tacc-stampede3,28,/slurm/partitions/spr/maximum_nodes_per_job,slurm,integer,policy,has_value,32,32,has_value,32,numeric_exact,correct_value
tacc-stampede3,28,/slurm/partitions/spr/shared_nodes,slurm,boolean,policy,has_value,FALSE,FALSE,has_value,false,exact_trimmed_lower,correct_value
tacc-stampede3,28,/slurm/partitions/spr/node_count,slurm,integer,configuration,has_value,616,616,has_value,616,numeric_exact,correct_value
tacc-stampede3,28,/slurm/partitions/spr/cpus_per_node,slurm,integer,configuration,has_value,112,112,has_value,112,numeric_exact,correct_value
tacc-stampede3,28,/slurm/partitions/spr/memory_mib_per_node,slurm,integer,configuration,has_value,127000,127000,has_value,127000,numeric_exact,correct_value
tacc-stampede3,28,/slurm/partitions/spr/gpu_count_per_node,slurm,integer,configuration,absent,-,null,empty,null,numeric_exact,correct_abstention
tacc-stampede3,28,/slurm/partitions/spr/gpu_models,slurm,array,configuration,absent,-,[],empty,[],set,correct_abstention
tacc-stampede3,29,/slurm/partitions/nvdimm/maximum_walltime_seconds,slurm,integer,policy,has_value,172800,-1,has_value,172800,numeric_exact,correct_value
tacc-stampede3,29,/slurm/partitions/nvdimm/maximum_nodes_per_job,slurm,integer,policy,has_value,1,1,has_value,1,numeric_exact,correct_value
tacc-stampede3,29,/slurm/partitions/nvdimm/shared_nodes,slurm,boolean,policy,has_value,FALSE,FALSE,has_value,false,exact_trimmed_lower,correct_value
tacc-stampede3,29,/slurm/partitions/nvdimm/node_count,slurm,integer,configuration,has_value,3,3,has_value,3,numeric_exact,correct_value
tacc-stampede3,29,/slurm/partitions/nvdimm/cpus_per_node,slurm,integer,configuration,has_value,80,80,has_value,80,numeric_exact,correct_value
tacc-stampede3,29,/slurm/partitions/nvdimm/memory_mib_per_node,slurm,integer,configuration,has_value,4000000,4000000,has_value,4000000,numeric_exact,correct_value
tacc-stampede3,29,/slurm/partitions/nvdimm/gpu_count_per_node,slurm,integer,configuration,absent,-,null,empty,null,numeric_exact,correct_abstention
tacc-stampede3,29,/slurm/partitions/nvdimm/gpu_models,slurm,array,configuration,absent,-,[],empty,[],set,correct_abstention
tacc-stampede3,30,/slurm/partitions/h100/maximum_walltime_seconds,slurm,integer,policy,has_value,172800,-1,has_value,172800,numeric_exact,correct_value
tacc-stampede3,30,/slurm/partitions/h100/maximum_nodes_per_job,slurm,integer,policy,has_value,4,4,has_value,4,numeric_exact,correct_value
tacc-stampede3,30,/slurm/partitions/h100/shared_nodes,slurm,boolean,policy,has_value,FALSE,FALSE,has_value,false,exact_trimmed_lower,correct_value
tacc-stampede3,30,/slurm/partitions/h100/node_count,slurm,integer,configuration,has_value,24,24,has_value,24,numeric_exact,correct_value
tacc-stampede3,30,/slurm/partitions/h100/cpus_per_node,slurm,integer,configuration,has_value,96,96,has_value,96,numeric_exact,correct_value
tacc-stampede3,30,/slurm/partitions/h100/memory_mib_per_node,slurm,integer,configuration,has_value,1031000,1031000,has_value,1031000,numeric_exact,correct_value
tacc-stampede3,30,/slurm/partitions/h100/gpu_count_per_node,slurm,integer,configuration,has_value,4,null,has_value,4,numeric_exact,correct_value
tacc-stampede3,30,/slurm/partitions/h100/gpu_models,slurm,array,configuration,has_value,"[""NVIDIA H100 SXM5""]",[],has_value,"[""NVIDIA H100 SXM5""]",set,correct_value
tacc-stampede3,31,/slurm/partitions/pvc/maximum_walltime_seconds,slurm,integer,policy,has_value,172800,-1,has_value,172800,numeric_exact,correct_value
tacc-stampede3,31,/slurm/partitions/pvc/maximum_nodes_per_job,slurm,integer,policy,has_value,4,4,has_value,4,numeric_exact,correct_value
tacc-stampede3,31,/slurm/partitions/pvc/shared_nodes,slurm,boolean,policy,has_value,FALSE,FALSE,has_value,false,exact_trimmed_lower,correct_value
tacc-stampede3,31,/slurm/partitions/pvc/node_count,slurm,integer,configuration,has_value,18,18,has_value,18,numeric_exact,correct_value
tacc-stampede3,31,/slurm/partitions/pvc/cpus_per_node,slurm,integer,configuration,has_value,96,96,has_value,96,numeric_exact,correct_value
tacc-stampede3,31,/slurm/partitions/pvc/memory_mib_per_node,slurm,integer,configuration,has_value,1031000,1031000,has_value,1031000,numeric_exact,correct_value
tacc-stampede3,31,/slurm/partitions/pvc/gpu_count_per_node,slurm,integer,configuration,has_value,4,null,has_value,4,numeric_exact,correct_value
tacc-stampede3,31,/slurm/partitions/pvc/gpu_models,slurm,array,configuration,has_value,"[""Intel Data Center GPU Max 1550s (Ponte Vecchio)""]",[],has_value,"[""Intel Data Center GPU Max 1550s""]",set,incorrect_value
tacc-stampede3,32,/slurm/partitions/amd-rtx/maximum_walltime_seconds,slurm,integer,policy,absent,-,-1,has_value,-1,numeric_exact,unsupported_value
tacc-stampede3,32,/slurm/partitions/amd-rtx/maximum_nodes_per_job,slurm,integer,policy,absent,-,null,empty,null,numeric_exact,correct_abstention
tacc-stampede3,32,/slurm/partitions/amd-rtx/shared_nodes,slurm,boolean,policy,has_value,FALSE,null,empty,null,exact_trimmed_lower,false_abstention
tacc-stampede3,32,/slurm/partitions/amd-rtx/node_count,slurm,integer,configuration,has_value,4,4,has_value,4,numeric_exact,correct_value
tacc-stampede3,32,/slurm/partitions/amd-rtx/cpus_per_node,slurm,integer,configuration,has_value,128,128,has_value,128,numeric_exact,correct_value
tacc-stampede3,32,/slurm/partitions/amd-rtx/memory_mib_per_node,slurm,integer,configuration,has_value,1500000,1500000,has_value,1500000,numeric_exact,correct_value
tacc-stampede3,32,/slurm/partitions/amd-rtx/gpu_count_per_node,slurm,integer,configuration,absent,-,null,empty,null,numeric_exact,correct_abstention
tacc-stampede3,32,/slurm/partitions/amd-rtx/gpu_models,slurm,array,configuration,absent,-,[],empty,[],set,correct_abstention
tacc-stampede3,33,/slurm/partitions/rtx-small/maximum_walltime_seconds,slurm,integer,policy,absent,-,-1,has_value,-1,numeric_exact,unsupported_value
tacc-stampede3,33,/slurm/partitions/rtx-small/maximum_nodes_per_job,slurm,integer,policy,absent,-,null,empty,null,numeric_exact,correct_abstention
tacc-stampede3,33,/slurm/partitions/rtx-small/shared_nodes,slurm,boolean,policy,has_value,FALSE,null,empty,null,exact_trimmed_lower,false_abstention
tacc-stampede3,33,/slurm/partitions/rtx-small/node_count,slurm,integer,configuration,has_value,16,16,has_value,16,numeric_exact,correct_value
tacc-stampede3,33,/slurm/partitions/rtx-small/cpus_per_node,slurm,integer,configuration,has_value,28,28,has_value,28,numeric_exact,correct_value
tacc-stampede3,33,/slurm/partitions/rtx-small/memory_mib_per_node,slurm,integer,configuration,has_value,370000,370000,has_value,370000,numeric_exact,correct_value
tacc-stampede3,33,/slurm/partitions/rtx-small/gpu_count_per_node,slurm,integer,configuration,absent,-,null,empty,null,numeric_exact,correct_abstention
tacc-stampede3,33,/slurm/partitions/rtx-small/gpu_models,slurm,array,configuration,absent,-,[],empty,[],set,correct_abstention
tacc-stampede3,34,/htcondor,htcondor,object,configuration,absent,-,null,empty,null,exact_trimmed_lower,correct_abstention
tacc-stampede3,35,/storage/home/environment_variables,storage,array,configuration,has_value,"[""HOME""]","[""HOME""]",has_value,"[""HOME""]",set,correct_value
tacc-stampede3,35,/storage/home/path_pattern,storage,string,configuration,has_value,"""/home1/{project}/{username}""","""/home1/10724/{username}""",has_value,"""/home1/10724/{username}""",exact_trimmed_lower,incorrect_value
tacc-stampede3,35,/storage/home/filesystem_type,storage,string,configuration,has_value,"""nfs""","""nfs""",has_value,"""nfs""",exact_trimmed_lower,correct_value
tacc-stampede3,35,/storage/home/login_readable,storage,boolean,configuration,has_value,TRUE,TRUE,has_value,true,exact_trimmed_lower,correct_value
tacc-stampede3,35,/storage/home/login_writable,storage,boolean,configuration,has_value,TRUE,TRUE,has_value,true,exact_trimmed_lower,correct_value
tacc-stampede3,35,/storage/home/compute_visible,storage,boolean,capability,has_value,TRUE,TRUE,has_value,true,exact_trimmed_lower,correct_value
tacc-stampede3,35,/storage/home/compute_readable,storage,boolean,capability,has_value,TRUE,TRUE,has_value,true,exact_trimmed_lower,correct_value
tacc-stampede3,35,/storage/home/compute_writable,storage,boolean,capability,has_value,TRUE,null,has_value,true,exact_trimmed_lower,correct_value
tacc-stampede3,35,/storage/home/shared_across_compute_nodes,storage,boolean,capability,has_value,TRUE,TRUE,has_value,true,exact_trimmed_lower,correct_value
tacc-stampede3,35,/storage/home/purge_after_days,storage,integer,policy,absent,-,null,empty,null,numeric_exact,correct_abstention
tacc-stampede3,36,/storage/scratch/environment_variables,storage,array,configuration,has_value,"[""SCRATCH""]","[""SCRATCH""]",has_value,"[""SCRATCH""]",set,correct_value
tacc-stampede3,36,/storage/scratch/path_pattern,storage,string,configuration,has_value,"""/scratch/{project}/{username}""","""/scratch/10724/{username}""",has_value,"""/scratch/10724/{username}""",exact_trimmed_lower,incorrect_value
tacc-stampede3,36,/storage/scratch/filesystem_type,storage,string,configuration,has_value,"""nfs""","""nfs""",has_value,"""nfs""",exact_trimmed_lower,correct_value
tacc-stampede3,36,/storage/scratch/login_readable,storage,boolean,configuration,has_value,TRUE,TRUE,has_value,true,exact_trimmed_lower,correct_value
tacc-stampede3,36,/storage/scratch/login_writable,storage,boolean,configuration,has_value,TRUE,TRUE,has_value,true,exact_trimmed_lower,correct_value
tacc-stampede3,36,/storage/scratch/compute_visible,storage,boolean,capability,has_value,TRUE,TRUE,has_value,true,exact_trimmed_lower,correct_value
tacc-stampede3,36,/storage/scratch/compute_readable,storage,boolean,capability,has_value,TRUE,TRUE,has_value,true,exact_trimmed_lower,correct_value
tacc-stampede3,36,/storage/scratch/compute_writable,storage,boolean,capability,has_value,TRUE,null,has_value,true,exact_trimmed_lower,correct_value
tacc-stampede3,36,/storage/scratch/shared_across_compute_nodes,storage,boolean,capability,has_value,TRUE,TRUE,has_value,true,exact_trimmed_lower,correct_value
tacc-stampede3,36,/storage/scratch/purge_after_days,storage,integer,policy,has_value,10,10,has_value,10,numeric_exact,correct_value
tacc-stampede3,37,/storage/work/environment_variables,storage,array,configuration,has_value,"[""WORK""]","[""WORK""]",has_value,"[""WORK""]",set,correct_value
tacc-stampede3,37,/storage/work/path_pattern,storage,string,configuration,has_value,"""/work2/{project}/{username}/stampede3""","""/work2/10724/{username}/stampede3""",has_value,"""/work2/10724/{username}/stampede3""",exact_trimmed_lower,incorrect_value
tacc-stampede3,37,/storage/work/filesystem_type,storage,string,configuration,has_value,"""lustre""","""lustre""",has_value,"""lustre""",exact_trimmed_lower,correct_value
tacc-stampede3,37,/storage/work/login_readable,storage,boolean,configuration,has_value,TRUE,TRUE,has_value,true,exact_trimmed_lower,correct_value
tacc-stampede3,37,/storage/work/login_writable,storage,boolean,configuration,has_value,TRUE,TRUE,has_value,true,exact_trimmed_lower,correct_value
tacc-stampede3,37,/storage/work/compute_visible,storage,boolean,capability,has_value,TRUE,TRUE,has_value,true,exact_trimmed_lower,correct_value
tacc-stampede3,37,/storage/work/compute_readable,storage,boolean,capability,has_value,TRUE,TRUE,has_value,true,exact_trimmed_lower,correct_value
tacc-stampede3,37,/storage/work/compute_writable,storage,boolean,capability,has_value,TRUE,null,has_value,true,exact_trimmed_lower,correct_value
tacc-stampede3,37,/storage/work/shared_across_compute_nodes,storage,boolean,capability,has_value,TRUE,TRUE,has_value,true,exact_trimmed_lower,correct_value
tacc-stampede3,37,/storage/work/purge_after_days,storage,integer,policy,absent,-,null,empty,null,numeric_exact,correct_abstention
tacc-stampede3,38,/network/login/hostname_patterns,network,array,identity,has_value,"[""*.stampede3.tacc.utexas.edu""]","[""*.stampede3.tacc.utexas.edu""]",has_value,"[""*.stampede3.tacc.utexas.edu""]",set,correct_value
tacc-stampede3,39,/network/login/dns_resolution,network,boolean,configuration,absent,-,null,empty,null,exact_trimmed_lower,correct_abstention
tacc-stampede3,40,/network/login/outbound_https,network,boolean,configuration,has_value,TRUE,null,empty,null,exact_trimmed_lower,false_abstention
tacc-stampede3,41,/network/login/local_tcp_bind,network,boolean,configuration,absent,-,null,empty,null,exact_trimmed_lower,correct_abstention
tacc-stampede3,42,/network/login/local_tcp_loopback,network,boolean,configuration,absent,-,null,empty,null,exact_trimmed_lower,correct_abstention
tacc-stampede3,43,/network/compute/hostname_patterns,network,array,identity,absent,-,[],empty,[],set,correct_abstention
tacc-stampede3,44,/network/compute/dns_resolution,network,boolean,capability,absent,-,null,empty,null,exact_trimmed_lower,correct_abstention
tacc-stampede3,45,/network/compute/outbound_https,network,boolean,capability,has_value,TRUE,null,empty,null,exact_trimmed_lower,false_abstention
tacc-stampede3,46,/network/compute/local_tcp_bind,network,boolean,capability,absent,-,null,empty,null,exact_trimmed_lower,correct_abstention
tacc-stampede3,47,/network/compute/local_tcp_loopback,network,boolean,capability,absent,-,null,empty,null,exact_trimmed_lower,correct_abstention
tacc-stampede3,48,/network/login_compute/tcp_connect,network,boolean,capability,has_value,TRUE,TRUE,has_value,true,exact_trimmed_lower,correct_value
tacc-stampede3,50,/network/login_compute/suggested_port_range,network,string,capability,has_value,"""30000-33999""",null,has_value,"""30000-33999""",exact_trimmed_lower,correct_value
tacc-stampede3,51,/network/compute_compute/tcp_connect,network,boolean,capability,has_value,TRUE,TRUE,has_value,true,exact_trimmed_lower,correct_value
tacc-stampede3,53,/network/compute_compute/suggested_port_range,network,string,capability,has_value,"""30000-33999""",null,has_value,"""30000-33999""",exact_trimmed_lower,correct_value
tacc-stampede3,54,/accounting/allocation_required,accounting,boolean,policy,absent,-,null,has_value,true,exact_trimmed_lower,unsupported_value
tacc-stampede3,55,/accounting/filesystem_storage_charged,accounting,boolean,policy,absent,-,null,empty,null,exact_trimmed_lower,correct_abstention
